folder	phish_prediction	target_prediction	brand_recog_time	crp_prediction_time	crp_transition_time
host-66-165-57-122.merchansms.romanovles.ru	benign	None	8.100388765335083	2.495509386062622	5.507169961929321
beta.blog.blog.magento.magento2.burgbaran.de	benign	None	1.4320719242095947	0	0
conerczesci.pl	benign	None	7.341685056686401	0	0
www.zlanguageservices.com	benign	None	11.350706577301025	0	0
pe1db243631.brains.racontr.net	benign	None	6.286092758178711	0	0
itservice-straubinger.de	benign	None	5.364185810089111	0	0
1wlrsz.top	benign	None	1.4455790519714355	0	0
avito.www.avito.avito.www.pay.pay.pay.sberbank.pay.sberbank.hamosaeeid94.wuiltweb.com	benign	None	2.264359951019287	0	0
bangkitshop.com	benign	None	1.4041857719421387	0	0
365k22.cc8989	benign	None	3.051576852798462	0	0
www.caroline-arbogast-graphisme.cieayepanik.com	benign	None	1.613832950592041	0	0
www.pm-services.be	benign	None	12.360694885253906	0	0
www.gujranwalaonlinegift.com	benign	None	1.8646423816680908	0	0
www.slwmanual.info	benign	None	1.4593093395233154	0	0
blog.2022.airvent.org	benign	None	4.976466655731201	3.857846260070801	5.4510414600372314
1wbjkl.top	benign	None	1.790071725845337	0	0
portal.ptsf.pt	benign	None	1.5126235485076904	0	0
1wdsyi.top	benign	None	1.4807758331298828	0	0
car.joy100.vip	benign	None	5.147644996643066	0	0
www.grafana.demo.miota.io	benign	None	3.6982624530792236	0	0
portal.trustylab.com	benign	None	5.699504613876343	0	0
www.www.yifeiguo.brushd.com	benign	None	5.7419750690460205	0	0
1wsibj.top	benign	None	1.4696640968322754	0	0
1wawvb.top	benign	None	5.699621677398682	0	0
schaffner-management.de	benign	None	6.963502883911133	0	0
1wlsma.top	benign	None	5.313929080963135	0	0
www.queencityperformingarts.live	benign	None	5.300519943237305	0	0
blog.store.sitemap.burgbaran.de	benign	None	2.226705312728882	0	0
www.formworksstudio.co.uk	benign	None	5.806661128997803	0	0
yandex.www.sber.sber.www.avito.sberbank.pay.pay.sber.hamosaeeid94.wuiltweb.com	benign	None	1.6426424980163574	0	0
blockchainconsultora.com	benign	None	7.117666482925415	0	0
extensions.coderqc.info	benign	None	2.8722846508026123	0	0
ca-cajonvalleyusd.staging-data-tool.mckinney-vento.org	benign	None	2.8525447845458984	0	0
mosnovostnoiportal-24.ru	benign	None	7.147379398345947	0	0
el.ciderboi.xyz	benign	None	1.7670154571533203	0	0
www.eatuponline.com	benign	None	5.935887098312378	0	0
profit.strefabezpiecznychzakupow.pl	benign	None	5.172305107116699	0	0
sber.9ok1g58ltld5v9k7.shop.icc.provad.xyz	benign	None	1.0982911586761475	0	0
glucotru.naturalstore.online	benign	None	4.879108428955078	1.9031577110290527	5.474290370941162
giniunduwi.info	benign	None	4.925266742706299	0	0
great-ritchie.3-69-34-140.plesk.page	benign	None	1.6526310443878174	0	0
www.chafanfan2.xyz	benign	None	3.9723098278045654	0	0
www.a088.cc	benign	None	5.100339412689209	3.599231243133545	5.499566316604614
hudsonamerica.org	benign	None	12.336430788040161	0	0
mail.pjbesiktning.se.hemsida.eu	benign	None	2.6038811206817627	0	0
1wbugr.top	benign	None	1.9091849327087402	0	0
template195.n20g9-user.freehosting.host	benign	None	7.10567831993103	0	0
grupomarpe.xyz	benign	None	7.330783843994141	0	0
keycloak.ocb-mdh.cloudservicesfactory.com	benign	None	5.469195365905762	2.355419874191284	5.50333571434021
3mnv54dwbc5roqq5.git.git.git.magento.icc.provad.xyz	benign	None	7.274260997772217	0	0
majmune.tk	benign	None	1.4296860694885254	0	0
www.likewritingservices.com	benign	None	1.3929681777954102	0	0
abaslot88.info	benign	None	3.9640793800354004	0	0
1whabt.top	benign	None	1.8333816528320312	0	0
digitalsamahar.com.maxikart.in	benign	None	5.37196946144104	0	0
fabohax.xyz	benign	None	1.6690895557403564	0	0
admin.in.dev.k8s.devops.asentria.xyz	benign	None	1.5406646728515625	0	0
1whzji.top	benign	None	6.081633567810059	0	0
livelysecurity.com	benign	None	3.1467297077178955	0	0
www.10-years-together.dunlapimages.com	benign	None	3.142302989959717	0	0
kalumjayasinghe.lk	benign	None	5.642036437988281	0	0
unix.online	benign	None	3.0704612731933594	0	0
1wcxod.top	benign	None	1.5851657390594482	0	0
1wawig.top	benign	None	1.660325050354004	0	0
vaitrip.vip	benign	None	1.8577914237976074	0	0
m.xcchanman.cc	benign	None	3.3894388675689697	0	0
officialsalesoffer.online	benign	None	4.393948078155518	0	0
www.4sightsecure.com	benign	None	9.065608024597168	0	0
www.nurturelive.eu	benign	None	5.381577730178833	0	0
stccem.tmmservices.ca	benign	None	4.482905626296997	0	0
qualityplantsonline.com.au	benign	None	5.858391284942627	0	0
server-96-9-214-114.da.direct	benign	None	3.7231078147888184	0	0
wifidelivered.com	benign	None	5.809536695480347	0	0
1wbhmc.top	benign	None	1.4933202266693115	0	0
1wqnjk.top	benign	None	1.3655192852020264	0	0
e2eflowtesting1579884336600710drive.car.blog	benign	None	1.3274991512298584	0	0
form.rudygarzafunerals.com	benign	None	1.417027235031128	0	0
avito.avito.www.pay.pay.avito.pay.avito.sber.hamosaeeid94.wuiltweb.com	benign	None	7.218332529067993	0	0
www.performancechiroplus.com	benign	None	1.2806124687194824	0	0
ireexpert.yhr.jon.mybluehost.me	benign	None	4.7643444538116455	0	0
livener.jp	benign	None	1.522763729095459	0	0
1wbetu.top	benign	None	5.773252010345459	0	0
www.magflags.de	benign	None	10.518106460571289	0	0
theworldofbanksy.de	benign	None	9.439778804779053	0	0
1wtxhr.top	benign	None	1.6021010875701904	0	0
cpanel.agstaxservice.com	benign	None	0.9829821586608887	0	0
hamptontitleservices.com	benign	None	3.316673994064331	0	0
lindaselles.com.thelifechanging.site	benign	None	5.684983730316162	0	0
goldsupply.com.ng.grezitioninter.com.ng	benign	None	2.7332334518432617	0	0
ik9w.ciudadjardinlhii.tech	benign	None	2.0825703144073486	0	0
www.plmgmtservices.com	benign	None	8.074538707733154	0	0
www.dutch-crocus.julienphotography.art	benign	None	5.7208521366119385	0	0
1wfjof.top	benign	None	1.550201177597046	0	0
nilanjansen.online	benign	None	1.818566083908081	0	0
www.fairfield.nubyssteakhouseinc.com	benign	None	5.580039024353027	0	0
sber.avito.avito.avite.sberbank.git.covid19.girisimajbet.com	benign	None	1.7487173080444336	0	0
nairobipedia.co.ke.nairobifumigation.co.ke	benign	None	4.06571626663208	1.9952142238616943	5.507938385009766
1wgqte.top	benign	None	5.844864845275879	0	0
1wkzjs.top	benign	None	5.776041030883789	0	0
artisticminds.online	benign	None	3.5226612091064453	0	0
accounts.craftvolt.com	benign	None	7.323018312454224	0	0
iancaulkett.work	benign	None	1.3150365352630615	0	0
outt-staging.clients.bostonwebdevelopment.com	benign	None	3.166104316711426	0	0
test.slideshow.agimonline.com	benign	None	6.332797288894653	0	0
reverent-hellman.184-168-29-91.plesk.page	benign	None	1.491053581237793	0	0
login.nrinvests.com	benign	None	1.3377068042755127	0	0
cpanel.zainalportal.my.id	benign	None	9.702861547470093	0	0
blueselo.online	benign	None	6.082534074783325	0	0
www.yetimove.com	benign	None	5.5143797397613525	1.8661911487579346	5.503884315490723
sberbank.www.avito.pay.pay.avito.avito.avito.sber.pay.sberbank.hamosaeeid94.wuiltweb.com	benign	None	1.5551071166992188	0	0
1wcbqh.top	benign	None	7.012382984161377	0	0
byside.online	benign	None	5.174684524536133	0	0
mysafehavenphoenixsouth.phonesites.com	benign	None	4.647156238555908	0	0
d8925ab7b6e0a5781bff970cb253d054.zunjishoufa.quanfeng.net	benign	None	5.015192985534668	0	0
cpanel.dangeless.tech	benign	None	1.246290683746338	0	0
1wwzzy.top	benign	None	2.7006587982177734	0	0
office360.ch	benign	None	6.013349771499634	0	0
newsparks.online	benign	None	10.207263231277466	0	0
quirky-feistel.164-92-250-174.plesk.page	benign	None	1.3452155590057373	0	0
petinsurancecomparisonguide.net	benign	None	6.700704097747803	0	0
www.banff-park-lodge.pixelpumaspro.com	benign	None	1.398329734802246	0	0
www.bourse-2016.maremm.club	benign	None	5.69446325302124	0	0
1wgpjb.top	benign	None	1.2640442848205566	0	0
event.thinkcybersecurityforgovernment.com	benign	None	1.1519556045532227	0	0
fysqn-fysqn.fysqn.fysqn.fysqn-fysqn.kazangsm.info	phish	firezone.com	4.748697996139526	2.2295799255371094	0
fcc1b10176ab71b63cd280f3907f5a03.zunjishoufa.quanfeng.net	benign	None	4.656132936477661	0	0
www.be-digital-marketing-courses-taiwans-ok.live	benign	None	1.3656706809997559	0	0
www.boligbanken.no	benign	None	6.158522129058838	0	0
www.theofficesat31.com	benign	None	5.275174856185913	0	0
www.whatsstore.shop.swodu.com	benign	None	0.8129725456237793	0	0
cpanel.dexoffice.com	benign	None	1.8246335983276367	0	0
critical-insight.co.uk	benign	None	5.260839939117432	0	0
onlyoffice.vnc.biz	benign	None	7.755770444869995	3.3195507526397705	5.503931283950806
1wkgqu.top	benign	None	1.3070042133331299	0	0
www.reisewarnungen.org	benign	None	11.685968399047852	0	0
1wazud.top	benign	None	1.265270471572876	0	0
device-6f8e0fcb-0ccf-44a0-88ab-196859c621e5.remotewd.com	phish	outlook.com	9.063325881958008	1.4916908740997314	0
www.marriageandfamilyhealthservices.com	benign	None	1.2758445739746094	0	0
jg0395542cis295.cisweb.luzerne.edu	benign	None	4.02656364440918	0	0
522c84.myshopify.com	benign	None	1.3233118057250977	0	0
www.checkmyip.info	benign	None	1.3335816860198975	0	0
1wpsmo.top	benign	None	2.5441017150878906	0	0
1wgqxl.top	benign	None	7.411908864974976	0	0
www.besalt.top	benign	None	1.2264788150787354	0	0
temperaturamorja.si	benign	None	1.4795517921447754	0	0
1wavcs.top	benign	None	1.238818645477295	0	0
1wnvlo.top	benign	None	2.6150825023651123	0	0
www.declaracaofamilia.iprem.prefeitura.sp.gov.br	benign	None	10.804614782333374	0	0
add-apt-846.ls-stand.devops.mom	benign	None	1.5490646362304688	0	0
wonderful-mendel.195-244-57-146.plesk.page	benign	None	1.4378726482391357	0	0
yandex.sberbank.avito.www.pay.pay.hamosaeeid94.wuiltweb.com	benign	None	1.3220014572143555	0	0
1webqs.top	benign	None	1.2509005069732666	0	0
grib2.tk	benign	None	8.101626634597778	0	0
verificacaoprimevicid0005.eastus2.cloudapp.azure.com	benign	None	5.677291393280029	0	0
q-bits.com.br.magiasdemulher.com.br	benign	None	1.1742827892303467	0	0
cpanel.s020b377.c040jp9933.info	benign	None	1.6052436828613281	0	0
www.branch.io	benign	None	6.070248126983643	0	0
my.mr25.dev.tonie.cloud	benign	None	7.088499307632446	0	0
www.bussdown-frida-14.menofmelaninmagic.com	benign	None	1.2248847484588623	0	0
www.multiserviciosbizkaia24horas.com	benign	None	1.3156049251556396	0	0
www.sailing.iuniforms.com	benign	None	5.440366506576538	0	0
www.sensorscall.com	benign	None	1.1177942752838135	0	0
www.fms-onlineshop.dk	benign	None	4.389890193939209	0	0
maestria.xyz	benign	None	1.3126194477081299	0	0
04166.one	benign	None	4.596964597702026	0	0
igrovye-apparaty.org	benign	None	1.2373275756835938	0	0
suiviscolis.fr	benign	None	5.73128604888916	0	0
strange-vaughan.192-151-154-74.plesk.page	benign	None	1.245710849761963	0	0
clientes.minegocionline.cl	benign	None	5.069961071014404	0	0
sberbank.avito.avito.www.sber.hhrzir8dld1i1xb.new.photki.ru	benign	None	2.861346960067749	0	0
minyakcangkir178.click	benign	None	1.3000009059906006	0	0
1wvjqk.top	benign	None	6.95763087272644	0	0
www.daniechap.com	benign	None	6.5009379386901855	0	0
1wenqd.xyz	benign	None	2.723392963409424	0	0
redmine.kle.no-ip.info	phish	redmine.org	5.869006633758545	1.623082160949707	0
web-alert.cloud	benign	None	5.31004786491394	0	0
hopeful-elgamal.38-242-230-119.plesk.page	benign	None	1.3596363067626953	0	0
www.rdm.mtsnurulchusna.k3mtswsb.com	benign	None	1.5853123664855957	0	0
1whxgu.top	benign	None	1.62583327293396	0	0
cpanel.jungledashgaming.cf	benign	None	1.3460090160369873	0	0
registrationcpanel.e.ldbank.ly	benign	None	5.777645111083984	0	0
1wdnxd.top	benign	None	1.1596918106079102	0	0
www.twoarrowperformanceandwellness.com	benign	None	5.30230712890625	0	0
1wpluk.top	benign	None	3.5352461338043213	0	0
economicdisparity-org.thewebspartan.com	benign	None	5.008451223373413	0	0
1wbtew.top	benign	None	1.2172129154205322	0	0
blog.ww.test.ilbet.info	benign	None	10.540575742721558	0	0
www.twww.smtp1.corolev.ru	benign	None	1.4117326736450195	0	0
www.signingsplus.com	benign	None	8.489339590072632	0	0
www.blog.test.uwugirl.dev	benign	None	1.3899965286254883	0	0
www.admin.db.500capital.com	benign	None	6.9574854373931885	0	0
www.companyvaluation.guide.rhinogulch.com	benign	None	6.976726055145264	0	0
callcenter-mfs.testing.enable.tech	benign	None	6.933008909225464	0	0
activeadmin-fluicity-pr-11107.flui.city	benign	None	5.207265138626099	0	0
ecucodex.xyz	benign	None	24.838614225387573	0	0
sberbank.www.avito.pay.avito.avito.pay.pay.sberbank.hamosaeeid94.wuiltweb.com	benign	None	7.398605108261108	0	0
www.cook-islands-muenzbarren.de	benign	None	8.57762622833252	1.7269847393035889	5.558527708053589
mmt.nrw	benign	None	5.1525514125823975	0	0
treeservicelosaltos.com	benign	None	2.6997885704040527	0	0
portal.fleetspot.co.za	benign	None	3.867243528366089	0	0
rlwebbcounselling.co.uk	benign	None	3.6663825511932373	0	0
www.beta.dc-1fb6abd58a3a.pvpwar.ru	benign	None	1.4274826049804688	0	0
ukmarbletilblog.test.prod.uyduportal.net	benign	None	2.6025092601776123	0	0
healthandcare.invensys.online	benign	None	1.532848596572876	0	0
1wmctw.xyz	benign	None	6.123385667800903	0	0
wap.sjz.zhongzhicloud.cn	benign	None	6.666300535202026	0	0
www.sylvie-c.dordognephotographe.com	benign	None	5.799321413040161	0	0
metrixmanagementgov.com	benign	None	5.9959094524383545	0	0
www.samsungstore.cl.origenmarket.cl	benign	None	5.208794116973877	0	0
s16888.com.tw.csae.org.tw	benign	None	7.698241472244263	0	0
1wddjv.top	benign	None	1.7277367115020752	0	0
m.tupfaulpuj.online	benign	None	1.2451233863830566	0	0
www.tarot-online.com	benign	None	4.175110101699829	0	0
www.reclamebureau-haarlem.nl.speelgoedkikabo.nl	benign	None	5.013604164123535	0	0
www.diw.es.3deducativo.com	benign	None	4.144528865814209	1.9782085418701172	5.497182846069336
www.omniatechnologies.info	benign	None	1.431645393371582	0	0
portal.staging.oem-platform.com	phish	openenergymarket.com	6.358794927597046	4.286010026931763	0
cpanel.foxxnews.xyz	benign	None	2.219529628753662	0	0
testroute4.appgw.ocpaz.mykohler.com	benign	None	6.932271718978882	0	0
1wcctd.top	benign	None	1.429206132888794	0	0
git.gitlab.gitlab.gitlab.avalon-1.site	benign	None	1.9321699142456055	0	0
naughty-poitras.194-61-119-208.plesk.page	benign	None	1.4921250343322754	0	0
www.aliveod.com	benign	None	8.869861125946045	0	0
1wubbp.top	benign	None	7.169325828552246	0	0
wietolieonline.xyz	benign	None	7.971842050552368	0	0
tarassqvd.click	benign	None	3.4511499404907227	0	0
artisan-plombier-chauffagiste.com	benign	None	1.8512585163116455	0	0
loving-williamson.164-92-101-211.plesk.page	benign	None	1.5503041744232178	0	0
www.yandex.avito.avito.git.git.5bnyyid1qjjmhov.root.privods.com	benign	None	6.95296573638916	0	0
1wmlyd.top	benign	None	1.5859103202819824	0	0
support.vrresort.de	benign	None	4.302403211593628	2.1355926990509033	5.582721948623657
1wvygo.top	benign	None	2.901010274887085	0	0
tickflowershoponline.lmsoftsites.com	benign	None	1.5046627521514893	0	0
1wbwyh.top	benign	None	1.5466418266296387	0	0
statics.baldcoder.top	benign	None	2.218900442123413	0	0
mail.cleanbankkorea.com	benign	None	1.6753122806549072	0	0
35712b9e789436c33d49975a76d88978.zunjishoufa.quanfeng.net	benign	None	8.089195489883423	0	0
islamicquizapp.watchh.xyz	benign	None	7.0812742710113525	0	0
zaimswiftsrochno.online	benign	None	6.1765477657318115	0	0
chatchatchat.club	benign	None	4.096931457519531	0	0
1wqalo.top	benign	None	2.7702243328094482	0	0
template203.n20g9-user.freehosting.host	benign	None	5.4339210987091064	0	0
www.zach-ali.atozwedding2021.com	benign	None	3.0827579498291016	0	0
git.git.git.checkout.sagent.ru	benign	None	2.4709794521331787	0	0
1wxbal.top	benign	None	5.48353385925293	0	0
yandex.yandex.avito.sber.avito.avito.pay.pay.hamosaeeid94.wuiltweb.com	benign	None	1.7089369297027588	0	0
sberbank.www.sber.sber.pay.pay.pay.hamosaeeid94.wuiltweb.com	benign	None	1.79056978225708	0	0
www.bank-planner.com	benign	None	1.5642907619476318	0	0
1wefay.top	benign	None	1.5577764511108398	0	0
www.avito.www.pay.sber.pay.pay.aviaviaviaviaviblablacar.sber.covid19lockdownblog.demo.com.decodingplaces.com	benign	None	1.4779675006866455	0	0
pay.sberbank.www.sberbank.sber.www.sber.sberbank.pay.pay.hamosaeeid94.wuiltweb.com	benign	None	8.728075504302979	0	0
www.perfecthome.hu.sontex.hu	benign	None	1.8303003311157227	0	0
www.nicolejanephotography417.com	benign	None	1.302445888519287	0	0
1wcaff.top	benign	None	1.477776288986206	0	0
1wcswc.top	benign	None	1.507572889328003	0	0
www.pa1681926943173.naviderahaie.com	benign	None	6.022681713104248	0	0
ohsogoodpizza.com.thelifechanging.site	benign	None	7.034274101257324	0	0
www.optimobank.fr	benign	None	1.416013240814209	0	0
www.santamariaservices.info	benign	None	1.5680222511291504	0	0
dofoox.com.idepan.com	benign	None	9.882254838943481	0	0
www.ronharrisonline.com	benign	None	5.940294981002808	0	0
onlinedoctor.com.pk	benign	None	2.8056998252868652	0	0
hastebin.danitto.tk	benign	None	4.971212863922119	0	0
