folder	phish_prediction	target_prediction	runtime
avito.www.pay.pay.sberbank.sberbank.avito.covid19disasterreliefgandglancrm.karabruce.com	0	None	1.7692811489105225
circulaxil.angeboteneprodukte.online	0	None	0.5140788555145264
cpanel.wcs-services.com	0	None	0.5019402503967285
mesoftbilling.com	0	None	0.38806796073913574
lead.solar-sun.info	0	None	0.797255277633667
preprod.bo.crowdsourcing.mobigo.cityway.fr	0	None	0.15697789192199707
safewayconstructions.com	0	None	0.5403337478637695
karen.wasabiwallet.io	0	None	0.4417705535888672
aid-1cf1a6a66fb6127b.northeurope.cloudapp.azure.com	0	None	0.4593029022216797
propaschreibmasblog.mjzjptest.m.vmig.expert	0	None	0.14248394966125488
telefonsex-erfahrung.telefonsex-milf.xyz	0	None	0.16125226020812988
1wgtmj.xyz	0	None	0.15764141082763672
be-suvs-hybrides-argentina-ok.live	0	None	0.14088940620422363
novacloud.cc	0	None	0.16033220291137695
apolife.cc.indigo.flxdev.net	0	None	0.48502612113952637
cpanel.exile31.click	0	None	0.431612491607666
aapanel.safenotificatie.nl	0	None	0.1432476043701172
ion-beam-283-1.auth.eu-west-1.amazoncognito.com	0	None	0.1732630729675293
flood.privatenet.work	0	None	0.1403672695159912
sminordev.click	0	None	0.15926337242126465
memberservices-qa.imro.ie	0	None	0.5599451065063477
okh.5.efront.digital	0	None	0.4879276752471924
cpanel.million-goldendeal.gq	0	None	0.4364433288574219
www.app.teslacoin.click	0	None	0.4088623523712158
ly59.vip	0	None	0.16346025466918945
www.st-martins-apotheke-mertingen-app.de	0	None	0.14932012557983398
openam-imm-9f7db02915.forgeblocks.com	0	None	0.1403977870941162
cpanel.dps.center	0	None	0.4276001453399658
dr.verifyir.com	0	None	0.36743736267089844
syake.online	0	None	0.4062349796295166
nextdev.workflowmanager.it	0	None	0.17567920684814453
auth.infra.cluster.daymarket.uz	0	None	0.4190514087677002
api.commissions.stage.ris.renomia.cz	0	None	0.14132356643676758
sleepy-grothendieck.35-153-95-222.plesk.page	0	None	0.42426156997680664
missherbal.xyz	0	None	0.17998528480529785
www.sparfux.online	0	None	0.5236194133758545
vayoraimondo.vayo.wirecreative.net	0	None	0.5087783336639404
vidhyabhartiform.skyzonesolution.com	0	None	0.4077639579772949
fengzi.tk8888.top	0	None	0.1459484100341797
demo2.vasales.xyz	0	None	0.4957404136657715
www.bairnsdale-racing-cl.laurenandersonphotography.com.au	0	None	0.14790725708007812
webtronusa.tk	0	None	0.46795654296875
goldapple-2022.com	0	None	0.370983362197876
ce.erpeth.cc	0	None	0.40072011947631836
preview.hub.qard.witbe.io	0	None	0.37381958961486816
m.908uj230320v21.cc	0	None	0.3631758689880371
helmut.vip	0	None	0.15781354904174805
client.esp.eresilience.com	0	None	0.3740272521972656
portal-dev.guidinginnovators.com	0	None	0.3643491268157959
www.bastool.tk	0	None	0.3625059127807617
zealous-yalow.141-164-59-203.plesk.page	0	None	0.1407606601715088
monday-com.itsdelta.ru	0	None	0.4026670455932617
rancher.ct-aws3251u.staging.anywhere.navify.com	0	None	0.14046955108642578
liveinhotels.com	0	None	0.1397075653076172
immobilien-gemuenden.info	0	None	0.4858584403991699
www.foodkit.io	0	None	0.14703011512756348
avito.avito.avito.kwid9.699111.xyz	0	None	0.4028327465057373
vigorous-taussig.162-19-92-240.plesk.page	0	None	0.14092707633972168
m.182uj230321ff16.cc	0	None	0.35968565940856934
76867dno.vip	0	None	0.1852092742919922
bc57379a0755e7fc8123160cc8ebe6d3.zunjishoufa.quanfeng.net	0	None	0.39696359634399414
cpanel.essayzonline.com	0	None	0.3706545829772949
ofertas.xyz	0	None	0.38219642639160156
cpanel.lorainlimousineservices.com	0	None	0.39562153816223145
cpanel.power-tool.tk	0	None	0.4770371913909912
cananeahuman.com.consorciobmx.com	0	None	0.43177056312561035
mail.visiting-canada.online	0	None	0.3986477851867676
cmagento.live.vmig.expert	0	None	0.14460349082946777
fullthrottle.supporthero.io	0	None	0.15551543235778809
pt.cocoth.cf	0	None	0.4372718334197998
app.reapp.xyz	0	None	0.14946675300598145
live.fedpcyl.net	0	None	0.42971372604370117
www.596508.xyz	0	None	0.20325350761413574
sweet-bartik.82-223-222-238.plesk.page	0	None	0.16822576522827148
git.git.gitlab.git.autodiscover.office.rt-invest.ru	0	None	0.4667525291442871
hostbill.fasthost.com.hk	0	None	0.4310333728790283
1xbet-uzbonus.com	0	None	0.4588017463684082
manage.dev.preview.1st-scan.net	0	None	0.41387462615966797
testing.lkichoiceportal.com	0	None	0.1479346752166748
www.blog.test.sitemaps.breannmarie.com	0	None	0.40108776092529297
card.mbank.kg	0	None	0.4038259983062744
seaambiente-spa.portaletrasparenza.net	0	None	0.5070371627807617
www.teletrade-rs.teletr.mycpanel.rs	0	None	0.19938445091247559
culturecounts.cc	0	None	0.4278237819671631
123008.xyz	0	None	0.48828744888305664
www.avito.sberbank.avito.avito.avito.sberbank.avito.www.sber.sber.covid19lockdownblog.blog.demo.com.decodingplaces.com	0	None	0.4629199504852295
services.qcrtechnologies.com	0	None	0.15056347846984863
cpanel.realestatecompanyw.cf	0	None	0.4314572811126709
bank2.taplend.in	0	None	0.3896186351776123
retail-services.net	0	None	0.41730618476867676
partnerportal.homeserveusa.com	0	None	0.3827934265136719
api.core.prod.eks.octoid.be	0	None	0.4032135009765625
office.web-manager.ro	0	None	0.47310590744018555
formcaster.co	0	None	0.1522836685180664
nice-pascal.82-223-128-168.plesk.page	0	None	0.16016602516174316
www.pa1628905445863.lovelybirddesigns.com	0	None	0.14921784400939941
vps-1193288-27645.manage.myhosting.com	0	None	0.1410226821899414
wordpress.fondkollen.sandboxme.xyz	0	None	0.41299891471862793
blog.phpmyadmin.demo.http.paykstrt.com	0	None	0.14060616493225098
www.32mgit.www1.suburbanlandscaping.com	0	None	0.16943669319152832
cpanel.fineformulations.com	0	None	0.46167898178100586
monad.earth	0	None	0.47948122024536133
nexus.212.2.245.159.sslip.io	0	None	0.17311859130859375
support.esi-groupe.com	0	None	0.48031187057495117
