folder	phish_prediction	target_prediction	runtime
atlasperformance.tech	0	None	1.7904086112976074
git.balashikha.pma.dp-donate.ru	0	None	0.15598130226135254
sber.yandex.www.sber.sber.pay.pay.hamosaeeid94.wuiltweb.com	0	None	0.3763742446899414
cpanel.goodlookshop.xyz	0	None	0.3816673755645752
iam.core.dev.shippeo.com	0	None	0.40467047691345215
thenutritioninstitutblog.demo.cpcalendars.oleybet.link	0	None	0.14997434616088867
clients.nijicreative.com	0	None	0.2729618549346924
agmtreeservice.com	0	None	0.37581706047058105
auth.wiki.doesnotexist.club	0	None	0.39838480949401855
rbmservicescompany.com	0	None	0.3936793804168701
corespeak.safex.org	0	None	0.14317870140075684
www.hzhi.top	0	None	0.4261460304260254
gg.nbproxy.top	0	None	0.46494126319885254
gibic.ing.unlp.edu.ar	0	None	0.40507936477661133
portal.difusireview.com	0	None	0.3731973171234131
safegorilla.com	0	None	0.3909142017364502
allens.olivewebdesign.com	0	None	0.48392152786254883
rhein-main-reifenservice.de	0	None	0.4998791217803955
competent-bassi.103-193-74-99.plesk.page	0	None	0.14473581314086914
grafana.b28570.dev.eastus.az.svc.builder.cafe	0	None	0.14965057373046875
foodman.xyz	0	None	0.37331509590148926
portal.tsdb.cz	0	None	0.48755335807800293
sampoerna.stg.jiralog.com	0	None	0.49236488342285156
www.crazyblondesproductions.com	0	None	0.14870643615722656
asajobbankonline.org	0	None	0.44114112854003906
tui-firstchoice-rewards-prod.geekydev.co.uk	0	None	0.46060705184936523
website-ad8807b0.nzy.phq.mybluehost.me	0	None	0.19746088981628418
scnusantara.com.agenperumahan.com	0	None	0.14464211463928223
www.lippolis-schweiz.ch	0	None	0.1597435474395752
pd-ems.edbrix.info	0	None	0.14243602752685547
www.lesaintmartin45.fr	0	None	0.14918136596679688
clearwinds.xyz	0	None	0.3777148723602295
simple.itil.itop.demo.webt.com.ua	0	None	0.38199329376220703
0cd8a180e439e9ab5835fea04b7ab119.zunjishoufa.quanfeng.net	0	None	0.42392444610595703
gastroservice-niedernhuber.de	0	None	0.17830157279968262
www.feature-project-content-kwsndra-zporubxmnjqv6.au.platformsh.site	0	None	0.4067668914794922
nextcloud.85-193-80-103.sslip.io	0	None	0.44794487953186035
auth.infra.cluster.daymarket.uz	0	None	0.40901899337768555
pay.www.avito.avito.pay.avito.pay.pay.sberbank.hamosaeeid94.wuiltweb.com	0	None	0.3763127326965332
bananabreadrecipe.cc	0	None	0.19840240478515625
www.magento.demo.echols.io	0	None	0.14783263206481934
i-r-s.online	0	None	0.3751077651977539
cpanel.washingtoncountyforum.org	0	None	0.37262725830078125
tatteredinspirations.com.dsotp.net	0	None	0.3741929531097412
analytics.cenrecovery.com	0	None	0.14402484893798828
sberbank.sber.sber.pay.pay.avito.pay.hamosaeeid94.wuiltweb.com	0	None	0.3668398857116699
zoomcdn.medtroniclive.com	0	None	0.3723583221435547
www.kloiberspartyservice.de	0	None	0.4008340835571289
jh6901.temporary-domain.net	0	None	0.3899250030517578
www.aksarayonline.com	0	None	0.48231005668640137
fxtwpgsms.info	0	None	0.3945505619049072
www.gitlab.wp.video-camera.ru	0	None	0.15460801124572754
iplauh.online	0	None	0.37294530868530273
invenginplatform.com	0	None	0.17186212539672852
nasama.online	0	None	0.1482226848602295
svobodafamily.online	0	None	0.3902580738067627
www.campusdepro.com	0	None	0.15051651000976562
api.senland.cc	0	None	0.1483919620513916
www.onlineschadestaat.nl	0	None	0.4977705478668213
condescending-meitner.52-208-180-199.plesk.page	0	None	0.14558124542236328
website-301.demosl-02.rvsolutions.in	0	None	0.41898155212402344
www.cade-24.info	0	None	0.18741202354431152
xaru.win	0	None	0.23755884170532227
seo.hiresupportservices.com	0	None	0.39552903175354004
