folder	phish_prediction	target_prediction	runtime
www.dev.52.500capital.com	0	None	1.8549017906188965
autodiscover.alchemyworx.com	0	None	0.4635024070739746
kwt.authorize-numservices.com	0	None	0.1434943675994873
2dt3t6sqimghmzk.ento.jira.zakazat-nanyat-naiti.com	0	None	0.1529383659362793
www.bishopservicecompany.com	0	None	0.5475454330444336
60b58eea-459e-481a-939f-927923453aa7.gamma.forgeapps.ec2.aws.dev	0	None	0.4682314395904541
www.proyectoalpha.orghtmail.zakazat-nanyat-naiti.com	0	None	0.15738797187805176
www.do-an-es-hair-transplantok.live	0	None	0.15560436248779297
app.amazonka55.ru	0	None	0.4954547882080078
cpanel.livenewsworld.com	0	None	0.39368295669555664
www.ossind.info	0	None	0.16447114944458008
pexpay19410.top	0	None	0.46509313583374023
3ftsc8tezhj6jdz.blog.dev.auroinfollc.synup.com	0	None	0.1544966697692871
bobjgear.info	0	None	0.14534330368041992
www.hilariosanchez.es.hilariosanchez.com	0	None	0.4325287342071533
cpanel.zdzlnyhwws.automotivekia.com	0	None	0.45912623405456543
www.spilledmilkcommunityoutreach.org	0	None	0.43037962913513184
avito.pay.sberbank.www.www.www.www.covid19disasterreliefgandglancrm.karabruce.com	0	None	0.41034960746765137
www.mamaghanigallery.ir.isargaran.sch.ir	0	None	0.4246373176574707
git.gitlab.hostmaster.slblog.magento.justinbets.com	0	None	0.44158411026000977
www.twinstours.com	0	None	0.20049452781677246
bitcoinbanco.xyz	0	None	0.48140478134155273
amt.03.26.powerflex.com	0	None	0.17352867126464844
ftp.pfserviceimballaggi.it	0	None	0.16468572616577148
sweet-antonelli.5-180-186-107.plesk.page	0	None	0.14148855209350586
client.marketmymarket.com	0	None	0.16962909698486328
nadarslive.m0c.uk	0	None	0.4758117198944092
registerform.nl	0	None	0.4502909183502197
www.schaedlingsbekaempfung-haccp.de	0	None	0.4655323028564453
www.supplyofservicesfürst.de	0	None	0.16697931289672852
community.alphafrensclub.com	0	None	0.15949773788452148
james-monica-sult-729.smartvideo.info	0	None	0.4364142417907715
gitlab.gitlab.git.git.git.git.gitlab.sitemaps.coincreek.com	0	None	0.4142649173736572
www.longbranchlittleleague.njinkshop.com	0	None	0.3870368003845215
cpanel.drooptaxi.xyz	0	None	0.398944616317749
brainstormtech.xyz	0	None	0.43403100967407227
avito.avito.pay.pay.avito.cikscn2kbfgid8mehukg.kirmining.com	0	None	0.41265416145324707
www.mc-marle.somethingbluephoto.co.za	0	None	0.17433714866638184
cms-tisa.server247.info	0	None	0.14373135566711426
cpanel.wpt-59o9.162-241-183-236.cprapid.com	0	None	0.41110658645629883
support.hexenkrams.de	0	None	0.39203929901123047
condescending-almeida.82-165-2-97.plesk.page	0	None	0.21558713912963867
captureguinee.info	0	None	0.4035608768463135
www.billigergeht-nicht.de	0	None	0.47240591049194336
minio.b91344.prod.eastus.az.svc.builder.ai	0	None	0.18870067596435547
abreseaux.reseller.am-tech.info	0	None	0.4545745849609375
app.zedlive.com	0	None	0.3973276615142822
familleviot.online	0	None	0.5096704959869385
cmcruzdasalmas.portaliop.org.br	0	None	0.5084915161132812
formallyjes.com	0	None	0.14888715744018555
www.yri.cc	0	None	0.14955711364746094
www.formmetalsanayi.com	0	None	0.18022418022155762
git.gitlab.gitlab.git.git.git.git.test.hotcreatives.com	0	None	0.3648722171783447
admin.xcamsapi.info	0	None	0.4508934020996094
ascenthomeinspection.com.qrpc.org	0	None	0.4377591609954834
www.maison-jardin.info	0	None	0.43354010581970215
listenliveandlocal.com	0	None	0.4729022979736328
yunti-04.xyz	0	None	0.40154385566711426
vietnamlive.ru	0	None	0.39894771575927734
sber.www.sber.sber.avito.hanxw8old81vkr6.live.kidaxi.ru	0	None	0.18096613883972168
www.green-accounting.gr	0	None	0.14779305458068848
www.detian.vip	0	None	0.19310951232910156
avito.sber.avito.www.sberbank.sberbank.sberbank.www.sberbank.sberbank.avito.www.pay.pay.avito.avito.sber.sber.sber.avito.c9p3ld8pk7jfufh0jmh0.staging.karabruce.com	0	None	0.4150199890136719
www.takeoffmanagement.co	0	None	0.15619850158691406
cd.vensyn.top	0	None	0.4074897766113281
woo.greatesky.top	0	None	0.4673027992248535
ly92kj.cc	0	None	0.45743370056152344
www.se-og-bianca-fotogr.ann-karinbye-gildephotography.com	0	None	0.1480391025543213
cpanel.werfhhg6w1gtd.cf	0	None	0.3754410743713379
online2.pvkkit.ac.in	0	None	0.15845918655395508
www.noseanatomy.club	0	None	0.15938925743103027
addtocart.prostadinew.online	0	None	0.41997241973876953
beta.magento.forum.julya.co	0	None	0.40788841247558594
hthg90.vip	0	None	0.22478365898132324
admin-dev.slyce.ph	0	None	0.38002538681030273
enegclevetbihec.tk	0	None	0.4271526336669922
www.montacargasyequ60683990.cn.cdn.cldemo.wap.albertpaschen.de	0	None	0.4264061450958252
www.318sm.top	0	None	0.5376021862030029
avito.sberbank.pay.pay.hamosaeeid94.wuiltweb.com	0	None	0.4513678550720215
vendas-oficial.com.caminhoprosucesso.com	0	None	0.5015003681182861
tilaamber.xyz	0	None	0.47869277000427246
cpanel.jnvfhbbuj.cf	0	None	0.42786359786987305
