folder	phish_prediction	target_prediction	brand_recog_time	crp_prediction_time	crp_transition_time
mfapng.info	benign	None	6.443741083145142	0	0
vibrant-franklin.149-28-244-138.plesk.page	benign	None	1.2874603271484375e-05	0	0
xhnpcvjq.expulso.xyz	benign	None	8.58306884765625e-06	0	0
fighto.club	benign	None	3.213799476623535	0	0
ion.lightdriveonline.com	benign	None	14.226301193237305	0	0
paradigmsecurity.info	benign	None	1.2636184692382812e-05	0	0
www.hrs-informatik.ch	benign	None	6.13019871711731	1.9358596801757812	5.7009899616241455
code.lan.247420.xyz	benign	None	1.0013580322265625e-05	0	0
www.performancesonification.ca	benign	None	1.2159347534179688e-05	0	0
www.servicenet.com	benign	None	7.483294725418091	0	0
lesbiansingles.info	phish	join.com	4.978395462036133	1.3759591579437256	0
dashofdeb.onlinedemolinks.com	benign	None	8.0739107131958	0	0
riselinen.com	benign	None	7.775292634963989	1.1549217700958252	5.688411474227905
deliveries.develop.strooka.com	phish	zucchetti.com	3.6704306602478027	1.527296543121338	0
prostatis-group-llc-glen-hansen-intro.forourconsult.com	benign	None	0.9974374771118164	0	0
portal.w-vision.ch	benign	None	17.74122405052185	0	0
benjamin.portal.kon-it.se	benign	None	3.3887035846710205	0	0
iockqm.info	benign	None	1.2261648178100586	0	0
keycloak.pruem.ida.kraft-maschinenbau.de	benign	None	1.305422067642212	0	0
alvtechconsult.com.virtuotechconsult.com	benign	None	3.4438729286193848	2.124634027481079	5.66809344291687
thebigapplellc.com	benign	None	15.674229383468628	0	0
clothesxxl.online	benign	None	6.287279844284058	0	0
excellence-manageriale.ch	benign	None	8.106231689453125e-06	0	0
painelderevendaiptv.bragaplay.xyz	benign	None	9.5367431640625e-06	0	0
pkei.cc	benign	None	9.059906005859375e-06	0	0
onlyoffice.cetera.su	benign	None	5.9790730476379395	2.118283987045288	5.672262907028198
www.planitmanagementlimited.co.uk	benign	None	7.296775817871094	0	0
goldea.info	benign	None	6.38377833366394	0	0
meaghanfisher.gypsypublications.com	benign	None	1.0625784397125244	0	0
www.andreacleaningservices.co.uk	benign	None	8.58306884765625e-06	0	0
bus.amigoinformatico.click	benign	None	7.62939453125e-06	0	0
inspiring-cori.188-125-174-54.plesk.page	benign	None	1.1444091796875e-05	0	0
lkhayaservice.altervista.org	benign	None	10.605649471282959	0	0
webmail.web1018.sarah.webhoster.ag	benign	None	1.0107123851776123	0	0
www.rhyschapmanwildlifeservices.com	benign	None	1.33514404296875e-05	0	0
git.git.git.gitlab.ilingblog.admin.suburbanlandscaping.com	benign	None	1.3113021850585938e-05	0	0
safedistance.ru	benign	None	8.155118227005005	0	0
applyforbankloans.com	benign	None	7.193083763122559	1.200253963470459	5.6883533000946045
floorboardsonline.com.au	benign	None	8.461461067199707	1.2303354740142822	5.661921262741089
cpanel.michaelkern.host-account.co.uk	phish	cpanel.net	3.907801866531372	1.522033929824829	0
api.realvitaacvketogummies-com.financial-market-world.com	benign	None	1.0339338779449463	0	0
www.3120-sw-merriam-dr.3clickscreative.com	benign	None	1.3589859008789062e-05	0	0
www.xdd860.xyz	benign	None	1.0638725757598877	0	0
www.imlek.com	benign	None	1.127601146697998	0	0
www.comparer.dev.eura7.com	benign	None	8.463011026382446	0	0
81f0552360c188fe53dcb23a7b1d9df8.zunjishoufa.quanfeng.net	benign	None	0.9244372844696045	0	0
hantonio34.dicorecrm.online	benign	None	6.355305910110474	0	0
rtpsc.org.iapuuk.org	benign	None	5.452487945556641	1.1124365329742432	5.871612787246704
cpanel.201700408050.it.scu.edu.au	phish	cpanel.net	3.4082493782043457	2.700075149536133	0
rafgroup.id	benign	None	5.113535165786743	0	0
putlockeronline.monster	benign	None	7.0321900844573975	0	0
www.bouwenmetklasse.nl	benign	None	1.8596649169921875e-05	0	0
klebe-portal.de	benign	None	8.158945083618164	1.1244332790374756	5.627275705337524
www.3tguideservice.com	benign	None	1.3828277587890625e-05	0	0
www.customerreferralgroup.com	benign	None	1.1205673217773438e-05	0	0
