folder	phish_prediction	target_prediction	runtime
bee-u-tifulclothingandmore.com	0	None	1.3812308311462402
anime-tyosahtthttw.dev.imap4.sagent.ru	0	None	0.5730082988739014
ka13klnh.purposedrivenco.com	0	None	0.39922380447387695
www.mountainbikes-shopofficial.com	0	None	0.37946414947509766
www.jaipurdogtrainer.co.in.surasdigitalsolutions.com	0	None	0.37554287910461426
www.kametperformance.com	0	None	0.4795224666595459
8cjydlipq7lie8w.www.odiscover.monalthemes.comapp.nanodom.net	0	None	0.4265260696411133
c1c7ae13b089a2506d086b98ba39d1a4.zunjishoufa.quanfeng.net	0	None	0.40831542015075684
www.dan-carina-deneseus.justinwalkerphotography.com	0	None	0.14876127243041992
rockmylife.club	0	None	0.19039273262023926
main.maximus-performance.net	0	None	0.36907339096069336
sber.pay.avito.sber.pay.avito.avito.avito.avito.sberbank.avito.covid19disasterreliefgandglancrm.karabruce.com	0	None	0.3700103759765625
portal.ldtech.com.my	0	None	0.37117958068847656
api.dev.avalon-ltd.cc	0	None	0.40964293479919434
shopifyaitool.com.gismoai.com	0	None	0.3720102310180664
portal.cybercloud.net.ng	0	None	0.15246295928955078
shop.oqivkg.top	0	None	0.1535508632659912
structelite.wiwicodemo.xyz	0	None	0.38886547088623047
charming-tharp.49-12-89-241.plesk.page	0	None	0.1556396484375
portal2.w-come.com	0	None	0.3672494888305664
leadbase.securehardmoneylenders.com	0	None	0.37799882888793945
support.biopredictive.com	0	None	0.40787386894226074
myassignments-help.com.au	0	None	0.40960168838500977
cdkey2.najiang.top	0	None	0.14721894264221191
www.phpmyadmin.out.news-sports.ru	0	None	0.15553045272827148
gcd.klubspokojenosti.reda.net	0	None	0.3890249729156494
www.zaymo.info	0	None	0.3920586109161377
cpanel.nicolemorales.top	0	None	0.37376952171325684
best-deals-platform24.com	0	None	0.40479326248168945
cpanel.todojamon.vip	0	None	0.3780362606048584
account.eikensteinzeist.nl	0	None	0.38402318954467773
git.git.git.9k1pjmtavari4ac.www.panel.takemytime.ru	0	None	0.1555778980255127
support.towerp.eu	0	None	0.4905118942260742
whatsapp.sampurnswadeshi.com	0	None	0.38571834564208984
www.deliveryonme.com	0	None	0.4906432628631592
sber.avito.www.sberbank.avito.avito.avito.pay.pay.hamosaeeid94.wuiltweb.com	0	None	0.37479162216186523
admin.umyjeme.top	0	None	0.15179085731506348
leben-im-westen.info	0	None	0.15189027786254883
portal.senev.org.tr	0	None	0.3832700252532959
preview-stock-template-64daa44acb391.ycode.site	0	None	0.39841651916503906
www.pa1603913415370.meubelmakerijmusschevof.nl	0	None	0.1511847972869873
classtutor.com.ng	0	None	0.38167452812194824
whatcocktailareyoupq.staging.komo.site	0	None	0.3862752914428711
shiori.byungchan.kim	0	None	0.3842616081237793
www.inahosteaksushi.com	0	None	0.1510181427001953
scholarship.bridgetroosa.agnesscott.org	0	None	0.3790731430053711
client.strealer.io	0	None	0.3735032081604004
freteslocais.com.br.josielgarcia.com.br	0	None	0.3972818851470947
www.michelle-en-dominiqu.kirstenrouschop-photography.com	0	None	0.1717534065246582
dev.safetycoins.net	0	None	0.3816955089569092
concert.starflix.click	0	None	0.3709719181060791
cpanel.nodelman.faculty.hit.ac.il	0	None	0.3839588165283203
visaservice.stcw.academy	0	None	0.3846313953399658
thealtrix-edge-com.newfinancialmarketworld.com	0	None	0.43193697929382324
portalcenter.verichat.com.br	0	None	0.3713846206665039
taianmc.xyz	0	None	0.3797423839569092
www.jennalee.work	0	None	0.5846569538116455
chrislatham-02857ff87d804f788a51cdbbb22ee4e3.tenants.us1.wpcs.io	0	None	0.4449293613433838
diverseyglobal.alisqi.com.sandbox-w6wvm5a-jvzpn7pm3dlau.fr-4.platformsh.site	0	None	0.3710508346557617
blog.test.blog.magento.dmnpvdata.vmig.expert	0	None	0.14180684089660645
www.phpmyadmin.builder.appbitrix24.ru	0	None	0.18001866340637207
support-kl2.k-process.com	0	None	0.41132283210754395
lonecreek.co.zw.ishop.co.zw	0	None	0.38135766983032227
www.tabularasa.work	0	None	0.5298426151275635
portal.reggiocalabria.iter-web.it	0	None	0.4006378650665283
pay.sber.avito.avito.pay.pay.sber.hamosaeeid94.wuiltweb.com	0	None	0.36745285987854004
blog.demo.hostmaster.konermann-portal.de	0	None	0.3763923645019531
thruthegatheringstorm.info	0	None	0.42827391624450684
nashvillefamilymediator.com	0	None	0.4454152584075928
www.beacons-handoff.gcp.gv2.com	0	None	0.16650652885437012
posta.mkakwtasn35zx1.tf3hwt.upfiles.org	0	None	0.1415729522705078
www.imlek.com	0	None	0.42085719108581543
www.99englishonlinetraining.com	0	None	0.14753484725952148
www.2000fu-2.centrocapilarmadrid.es	0	None	0.1477220058441162
www.1920sthemedspeakea.eventsbyjhill.com	0	None	0.14815306663513184
nice-gould.46-41-138-105.plesk.page	0	None	0.1411583423614502
chirpingzebras.com.markrileycomedy.com	0	None	0.16643118858337402
cpanel.mastershefgaming.cf	0	None	0.37969422340393066
www.tdscleaning.com	0	None	0.15467143058776855
tokoserbaunik.com.pesantrenpedia.id	0	None	0.419234037399292
www.bankrekeningaanvragen.nl	0	None	0.49596309661865234
melanesianlegalservices.com	0	None	0.3714900016784668
hardplatform.com	0	None	0.37542724609375
r.creowebs.www.magento.demo.vmig.expert	0	None	0.1647777557373047
tridevbookonline.com	0	None	0.4170091152191162
f-alive.com	0	None	0.38533520698547363
portaltestapi.natglass.co.za	0	None	0.3716928958892822
www.pa-16867587496-60.pvexperience.shop	0	None	0.1499032974243164
www.homenursingservicesnsw.com.au	0	None	0.4878058433532715
knowledgebase.metaboflexx.online	0	None	0.42441511154174805
katrin454.bgcu19.us1.mybodygraphchart.com	0	None	0.3771049976348877
www.mbe4.de	0	None	0.38013458251953125
www.2017-auction.adopt-a-college.org	0	None	0.14794206619262695
barbacoas.click	0	None	0.4284508228302002
loving-goldwasser.159-223-82-229.plesk.page	0	None	0.1424236297607422
besttradeitalia.click	0	None	0.3918886184692383
meridian.staffshop.online	0	None	0.3846089839935303
u1002852.c047jp8627.info	0	None	0.38060927391052246
www.online-heroes.net	0	None	0.47982335090637207
watchtower.avalon.cc	0	None	0.3924567699432373
cpanel.devmaya.com.vishal.im	0	None	0.3750333786010742
34.68.142.174.russegan.dev	0	None	0.3733057975769043
eager-colden.212-227-169-250.plesk.page	0	None	0.14190196990966797
support.pandoraswallet.com	0	None	0.39491987228393555
st-fiq-peg-demo.fiq-dev.com	0	None	0.1422886848449707
www.9460nw54doralter.jsrking.com	0	None	0.14726710319519043
byp.xyz	0	None	0.3825957775115967
server.sgb.vyp.mybluehost.me	0	None	0.40337634086608887
algerianstore.online	0	None	0.4037621021270752
squizcloud.sherratt-von-hale.com	0	None	0.42405223846435547
pottershouseliverpool.church	0	None	0.37390661239624023
webdesign-schweinfurt24.de	0	None	0.3860290050506592
sdo9ifloxx01xv3fsv49iingdm6nyp03.ui.nabu.casa	0	None	0.37108349800109863
rioolservicehellevoetsluis.nl	0	None	0.37256288528442383
as9fpuoy4kqyx2x.intranet.otoba.ru	0	None	0.15422534942626953
hosting186449.ae8cd.netcup.net	0	None	0.1501600742340088
lq.cyxwz.top	0	None	0.41769909858703613
cpanel.tjplumbing-services.co.uk	0	None	0.3799164295196533
live.pogoda-podkarpackie.pl	0	None	0.15185546875
418e46278407fdb8d74595963-11793.sites.k-hosting.co.uk	0	None	0.4524202346801758
cpssecurityservices.co.uk	0	None	0.36827826499938965
www.gitlab.nzplg-org.mds.jyq.myblueblog.test.demo.decodingplaces.com	0	None	0.3744959831237793
classplus.hosting02.fz.r52.ru	0	None	0.39647746086120605
staging.jstevensonline.com	0	None	0.40097570419311523
www.beautifauxbronzing.com	0	None	0.14911127090454102
webtemplateportal.com	0	None	0.3887159824371338
funfactoryfenton.club	0	None	0.5428404808044434
eastfieldhaulageservices.co.uk	0	None	0.4403493404388428
aoit.de	0	None	0.3948960304260254
blog.old.dmnpvdata.vmig.expert	0	None	0.14381957054138184
wizardly-pare.212-227-149-148.plesk.page	0	None	0.14179348945617676
www.144-f-rd-silvert-1.haroldcaceresph.com	0	None	0.14860272407531738
jeangirigori.com.eficesc.com	0	None	0.1452195644378662
bluradio.online	0	None	0.3911151885986328
nikiforov.tech	0	None	0.4303452968597412
eymksm.info	0	None	0.3719503879547119
cpanel.archgroup.humspace.ucla.edu	0	None	0.39549875259399414
gosbankrot316.ru	0	None	0.40253472328186035
powersafetybd.com.goakea.com	0	None	0.36664438247680664
custombowlingservices.com	0	None	0.4446396827697754
saddallar.xyz	0	None	0.41380739212036133
auth.xn--zqs76sjsc5qf7a717gg0v785a.top	0	None	0.1488945484161377
www.megan-brandon.soulframedphotography.com	0	None	0.15124082565307617
www.maksdesignstudio.in.treelogitech.com	0	None	0.5077316761016846
sukses88.click	0	None	0.4877293109893799
www.dbprosecurity.com	0	None	0.14946603775024414
pg14-1-nex-cbrd-p065.intel.com	0	None	0.36595678329467773
projetsafa.info	0	None	0.378476619720459
pickcellz.xyz	0	None	0.38429975509643555
wfc-api-hipex.intern.blueflamingos.nl	0	None	0.3847212791442871
www.ag-contracting-services.com	0	None	0.37683534622192383
whiskymuehle.at	0	None	0.15410876274108887
www.florapedia.xyz	0	None	0.14308571815490723
www.facebook.konermann-portal.de	0	None	0.3643052577972412
ketoactivemelbourne.online	0	None	0.1642441749572754
254.179.205.92.host.secureserver.net	0	None	0.4028139114379883
outlook.remise.de	1	Microsoft	0.36878275871276855
sip2sip.info	0	None	0.43527674674987793
management-aromat.smartpack.global	0	None	0.15438628196716309
status.trauerfeier.online	0	None	0.38857460021972656
security-house-tajimi-akiya-mimawari.com	0	None	0.5601770877838135
pi.longwang.vip	0	None	0.14957904815673828
amirsanjabidental.greatdentalservices.com	0	None	0.14881253242492676
dev.fam.hscscienceextension.nesa.nsw.edu.au	0	None	0.16845154762268066
mail.solgardensnickare.se.hemsida.eu	0	None	0.3682217597961426
www.mandys-gesundheitspraxis.ch	0	None	0.44209957122802734
xrmt.hgasjga.top	0	None	0.43790745735168457
www.azzam-maternity.emmafinlaysonphotography.com	0	None	0.1488790512084961
wukid.xyz	0	None	0.36804652214050293
services.tenhq.in	0	None	0.3813445568084717
beadedthreadsbyjudy.fwsonline.ca	0	None	0.4229156970977783
www.xcellencetaxservices.com	0	None	0.15006351470947266
vwbastien.pw	0	None	0.45781898498535156
trusting-montalcini.43-240-65-56.plesk.page	0	None	0.14177441596984863
office.tusherscarebd.com	0	None	0.36719608306884766
www.a-wonderful-experien.shotbykam.com	0	None	0.1476600170135498
www.estejavisivel.online	0	None	0.3801124095916748
www.neatfreak.online	0	None	0.1479330062866211
beethoven-city-service.com	0	None	0.454636812210083
711091fc-d164-4780-9fe8-6fddcdd9eb58.gamma.forgeapps.ec2.aws.dev	0	None	0.47255659103393555
login.canvas.ox.ac.uk	0	None	0.5947785377502441
sberbank.avito.www.avito.www.pay.www.pay.pay.hamosaeeid94.wuiltweb.com	0	None	0.36987757682800293
cpanel.fl-informatica.com.ar	0	None	0.3792839050292969
scyence.club	0	None	0.15018582344055176
superadmin.invoice.odmantis.com	0	None	0.3727264404296875
odir.org	0	None	0.39438772201538086
cloud.dbg-eppelheim.info	0	None	0.1945488452911377
gitlab.git.gitlab.gitlab.mx.rusoft.store	0	None	0.15523433685302734
postoffice.re	0	None	0.14734363555908203
www.1-month-of-noa.blushandblossomphotography.com	0	None	0.17123675346374512
glpi.empcomputer-assistanceinformatique.com	0	None	0.36852002143859863
dev.thespecialistfx.com	0	None	0.45784783363342285
arena.tktktest.xyz	0	None	0.366072416305542
www.proscale.link.bismartchain.com	0	None	0.36788225173950195
www.30-seconds-of-soothe.thegetawaytraveller.com.au	0	None	0.1514892578125
00638.vip	0	None	0.4024975299835205
mofashangwang.cc	0	None	0.21179723739624023
lawyerhelp24-7.com	0	None	0.3992631435394287
www.haswell.work	0	None	0.362337589263916
gitlab.git.gitlab.git.mail.prokatavto32.ru	0	None	0.15607523918151855
dressage-chien.info	0	None	0.47443604469299316
lullabooportal.ca	0	None	0.501885175704956
masajeador3d.online	0	None	0.23406553268432617
mäklareistockholm.nu	0	None	0.3831138610839844
missherna.online	0	None	0.3178064823150635
sad-diffie.3-68-218-40.plesk.page	0	None	0.150223970413208
