folder	phish_prediction	target_prediction	brand_recog_time	crp_prediction_time	crp_transition_time
atlasperformance.tech	benign	None	6.456791639328003	3.720695972442627	5.737351655960083
git.balashikha.pma.dp-donate.ru	benign	None	1.1920928955078125e-05	0	0
sber.yandex.www.sber.sber.pay.pay.hamosaeeid94.wuiltweb.com	benign	None	1.8365554809570312	0	0
cpanel.goodlookshop.xyz	phish	cpanel.net	3.9309659004211426	2.1176445484161377	0
iam.core.dev.shippeo.com	benign	None	6.008666515350342	1.963627576828003	5.702015161514282
thenutritioninstitutblog.demo.cpcalendars.oleybet.link	benign	None	1.1444091796875e-05	0	0
clients.nijicreative.com	benign	None	1.33514404296875e-05	0	0
agmtreeservice.com	benign	None	3.1174001693725586	1.5931718349456787	5.694585800170898
auth.wiki.doesnotexist.club	benign	None	5.489333868026733	2.650245189666748	5.67174220085144
rbmservicescompany.com	benign	None	12.921940803527832	1.9618942737579346	5.70166277885437
corespeak.safex.org	benign	None	1.049041748046875e-05	0	0
www.hzhi.top	benign	None	1.1848828792572021	0	0
gg.nbproxy.top	benign	None	1.1912894248962402	0	0
gibic.ing.unlp.edu.ar	benign	None	8.09242033958435	0	0
portal.difusireview.com	benign	None	3.5606024265289307	1.7325994968414307	5.699451923370361
safegorilla.com	benign	None	4.572534084320068	0	0
allens.olivewebdesign.com	benign	None	7.074436902999878	0	0
rhein-main-reifenservice.de	benign	None	5.189785480499268	0	0
competent-bassi.103-193-74-99.plesk.page	benign	None	1.1205673217773438e-05	0	0
grafana.b28570.dev.eastus.az.svc.builder.cafe	benign	None	1.0013580322265625e-05	0	0
foodman.xyz	benign	None	3.1048338413238525	0	0
portal.tsdb.cz	phish	technickesluzby.cz	8.383058547973633	2.419919490814209	0
sampoerna.stg.jiralog.com	benign	None	6.088790655136108	0	0
www.crazyblondesproductions.com	benign	None	1.3589859008789062e-05	0	0
asajobbankonline.org	benign	None	8.05234146118164	0	0
tui-firstchoice-rewards-prod.geekydev.co.uk	benign	None	6.706014156341553	2.8570961952209473	5.696516513824463
website-ad8807b0.nzy.phq.mybluehost.me	benign	None	1.3828277587890625e-05	0	0
