folder	phish_prediction	target_prediction	brand_recog_time	crp_prediction_time	crp_transition_time
www.pearlvirtualservices.com	benign	None	1.1205673217773438e-05	0	0
gitlab.git.gitlab.i.157-90-17-33.plesk.page	benign	None	7.867813110351562e-06	0	0
fq1.forngo.info	benign	None	7.62939453125e-06	0	0
web.sdnpakulaut3.online	benign	None	6.281057596206665	0	0
1wyaxu.xyz	benign	None	1.4543533325195312e-05	0	0
justab.online	benign	None	3.5808374881744385	0	0
www.bless-fabulous-fierc.goodinphotos.com	benign	None	1.3113021850585938e-05	0	0
verify.stanklin.com	benign	None	3.357835054397583	0	0
e-zamowienia.info	benign	None	3.167879819869995	0	0
lsjfzloljp.cc	benign	None	1.33514404296875e-05	0	0
3wallet.net	benign	None	3.1479604244232178	1.4059088230133057	5.8159215450286865
c7b703388b88f8a0e187c1d61452ce0f.zunjishoufa.quanfeng.net	benign	None	3.343717336654663	0	0
skimontcalmform.oasisprod1.com	benign	None	3.22432804107666	0	0
www.themanagerfacilitator.com	benign	None	4.528681993484497	0	0
132.53.167.72.host.secureserver.net	benign	None	3.1690800189971924	0	0
www.c3b-finanzmanagement.de	benign	None	1.3589859008789062e-05	0	0
dayun000.top	benign	None	2.83557391166687	0	0
nextcloud.andrzejskiba.com	benign	None	3.1191046237945557	0	0
www.dplatforms.it	benign	None	2.672914981842041	0	0
iam.auckland.ac.nz	benign	None	4.4457619190216064	0	0
1malikh99999o999o9999asnain.cf	benign	None	4.149562358856201	0	0
cloud.trr-rwc.cryptoplexity.informatik.tu-darmstadt.de	benign	None	5.441351890563965	0	0
blog.www2.magento.shop.tatianagulenkinadesign.com	benign	None	3.273204803466797	0	0
malhea.com	benign	None	3.187213659286499	0	0
www.hopeinprogress.info	benign	None	8.344650268554688e-06	0	0
www.maybush.kafiegore.tk	benign	None	2.717877149581909	0	0
www.diagnosticcenterlab.com	benign	None	3.1284642219543457	0	0
bb.ccc.dddd.pabloutreras.com	benign	None	1.0013580322265625e-05	0	0
mudbasestore.online	benign	None	3.374523162841797	0	0
artsmarketsf.online	benign	None	3.9686927795410156	0	0
cleveland.university-bible-fellowship.org	benign	None	8.58306884765625e-06	0	0
platform.simplifymylife.ai	benign	None	2.944361686706543	0	0
otel-profsoyuznaya.ru.hosting03.fz.r52.ru	benign	None	4.251461029052734	0	0
nhtzbyuu7yv1xey.intra.v2.synup.com	benign	None	1.239776611328125e-05	0	0
bildhaus-kiosk.brij.tech	benign	None	6.9141387939453125e-06	0	0
galaxyvision.xyz	benign	None	2.8235857486724854	1.1437263488769531	5.793437480926514
15.lpdvt.click	benign	None	5.385871887207031	1.1461269855499268	5.7596657276153564
premiumclub.onlinedas.it	benign	None	2.797947406768799	0	0
ostelloferrara.info	benign	None	3.465350866317749	0	0
intelligent-visvesvaraya.31-145-31-45.plesk.page	benign	None	8.344650268554688e-06	0	0
psychogenealogie-sylvie-percheron.fr	benign	None	2.9401700496673584	0	0
www.mimetic.ece.ucsb.edu	benign	None	1.3113021850585938e-05	0	0
www.feuetlumiere.bpzobucp.mixh.jp	benign	None	2.5983269214630127	0	0
themonkeestale.co.uk	benign	None	3.025216817855835	0	0
3170.otomaticdelta.tech	benign	None	2.7617056369781494	0	0
www.topmanagementdegrees.com	benign	None	2.8977980613708496	0	0
fededrummer.com	benign	None	4.530602216720581	0	0
smarterp.top	phish	smartlife.com	4.0562474727630615	1.6773769855499268	0
cpanel.m200b361.c007jp6769.info	benign	None	2.943801164627075	0	0
gitlab.git.gitlab.consola.bulsteroid.com	benign	None	3.806779384613037	0	0
datenbank.evangelische-jugend.online	benign	None	2.6568775177001953	0	0
yandex.avito.www.sberbank.avito.pay.pay.pay.hamosaeeid94.wuiltweb.com	benign	None	2.7876203060150146	0	0
cpanel.202100408024.it.scu.edu.au	phish	cpanel.net	2.6386141777038574	1.0905721187591553	0
avito.avito.avito.avito.pay.sber.pay.sberbank.hamosaeeid94.wuiltweb.com	benign	None	3.0638177394866943	0	0
enblog.info	benign	None	3.0831105709075928	0	0
evaoliveoils.com	benign	None	2.8530123233795166	1.5425128936767578	5.79386830329895
roseai.tech	benign	None	2.651071310043335	0	0
compassionate-euler.103-196-240-193.plesk.page	benign	None	1.4781951904296875e-05	0	0
cloud.edv-beratung-peitz.de	benign	None	2.968604564666748	0	0
live.pon.com	benign	None	2.905778169631958	0	0
www.mobilerradservice-kellner.at	benign	None	4.627996206283569	0	0
www.c-h-site.fairytaledreamsphotography.com	benign	None	1.3113021850585938e-05	0	0
2b564a59948eb66ccc0e69ec79656fbb.zunjishoufa.quanfeng.net	benign	None	2.87019681930542	0	0
amanpreet.xyz	benign	None	2.880328416824341	1.1173741817474365	5.747893571853638
bilimsitesi.com.fsa3web.com	benign	None	2.909295082092285	0	0
www.autoforum.pl	benign	None	1.430511474609375e-05	0	0
dazzling-tesla.98-128-142-58.plesk.page	benign	None	9.059906005859375e-06	0	0
www.hyakuninisshu.bpzobucp.mixh.jp	benign	None	2.951946973800659	0	0
